Document,Type,Description
HB 6091 of 2024,House Bill,Education: other; protections against harassment by an educational institution; provide for. Amends secs. 401 & 402 of 1976 PA 453 (MCL 37.2401 & 37.2402).Last Action: bill electronically reproduced 11/14/2024
HB 6092 of 2024,House Bill,Torts: governmental immunity; exemption from governmental immunity for harassment at school; provide for. Amends sec. 7 of 1964 PA 170 (MCL 691.1407).Last Action: bill electronically reproduced 11/14/2024
HB 6093 of 2024,House Bill,"Liquor: other; leasing, selling, and transferring portions of certain alternating proprietors under approval of commission; allow. Amends secs. 105 & 603 of 1998 PA 58 (MCL 436.1105 & 436.1603).Last Action: bill electronically reproduced 11/14/2024"
HB 6094 of 2024,House Bill,Health: other; certain training and equipment with respect to cardiac arrest in senior living facilities; require. Creates new act.Last Action: bill electronically reproduced 11/14/2024
HB 6095 of 2024,House Bill,Land use: zoning and growth management; minimum residential parking space requirements; limit. Amends sec. 205d of 2006 PA 110 (MCL 125.3205d).Last Action: postponed temporarily
HB 6096 of 2024,House Bill,Land use: zoning and growth management; site plan; prohibit requirements for repeat studies. Amends sec. 501 of 2006 PA 110 (MCL 125.3501).Last Action: placed on third reading
HB 6097 of 2024,House Bill,Land use: zoning and growth management; duplexes; permit in single family residential zones. Amends 2006 PA 110 (MCL 125.3101 - 125.3702) by adding sec. 517.Last Action: placed on third reading
HB 6098 of 2024,House Bill,Land use: zoning and growth management; city or village zoning ordinance amendment; revise protest petition requirements. Amends sec. 403 of 2006 PA 110 (MCL 125.3403).Last Action: placed on third reading
HB 6099 of 2024,House Bill,Insurance: other; sponsor of sponsored captive insurance company; modify. Amends sec. 4665 of 1956 PA 218 (MCL 500.4665). Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 6100 of 2024,House Bill,Insurance: other; definitions in the insurance code of 1956; revise. Amends sec. 4601 of 1956 PA 218 (MCL 500.4601). Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 6101 of 2024,House Bill,Insurance: other; special purpose financial captive plan of operation; modify. Amends sec. 4731 of 1956 PA 218 (MCL 500.4731). Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 6102 of 2024,House Bill,Insurance: other; limited certificate of authority to transact insurance or reinsurance; modify. Amends sec. 4705 of 1956 PA 218 (MCL 500.4705). Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 6103 of 2024,House Bill,Insurance: other; sponsored captive insurance companies; modify. Amends sec. 4667 of 1956 PA 218 (MCL 500.4667). Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 6104 of 2024,House Bill,Insurance: other; captive insurance company limited certificate of authority; modify. Amends sec. 4603 of 1956 PA 218 (MCL 500.4603). Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 6105 of 2024,House Bill,Corporate income tax: rate; increasing of rate and revising the distribution of revenue collected; provide for. Amends secs. 623 & 695 of 1967 PA 281 (MCL 206.623 & 206.695).Last Action: bill electronically reproduced 11/14/2024
HB 6106 of 2024,House Bill,Insurance: other; captive insurance company reports and inquiries; modify. Amends secs. 4621 & 4625 of 1956 PA 218 (MCL 500.4621 & 500.4625). Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 6107 of 2024,House Bill,Education: teachers and administrators; teacher licensing examination; modify. Amends sec. 1531 of 1976 PA 451 (MCL 380.1531).Last Action: bill electronically reproduced 11/14/2024
HB 6108 of 2024,House Bill,"Natural resources: mining; regulations for mining of sand and gravel operations; modify. Amends sec. 9115 of 1994 PA 451 (MCL 324.9115) & adds pt. 639.  TIE BAR WITH: HB 6111'24, HB 6109'24Last Action: bill electronically reproduced 11/26/2024"
HB 6109 of 2024,House Bill,"Land use: zoning and growth management; mining; modify conditions under which zoning ordinance may prohibit. Amends sec. 205 of 2006 PA 110 (MCL 125.3205).  TIE BAR WITH: HB 6108'24, HB 6111'24Last Action: bill electronically reproduced 11/26/2024"
HB 6110 of 2024,House Bill,Environmental protection: recycling and waste utilization; recycled materials policy; require department to create. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding sec. 1k.Last Action: bill electronically reproduced 11/26/2024
HB 6111 of 2024,House Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for violation of intentional false statement in a mining permit application or report; provide for. Amends sec. 13f, ch. XVII of 1927 PA 175 (MCL 777.13f).  TIE BAR WITH: HB 6108'24, HB 6109'24Last Action: bill electronically reproduced 11/26/2024"
HB 6112 of 2024,House Bill,"Law enforcement: employment; licensing requirements under the Michigan commission on law enforcement standards act; update. Amends secs. 9, 9a, 9b, 9c, 9d & 11 of 1965 PA 203 (MCL 28.609 et seq.).Last Action: referred to second reading"
HB 6113 of 2024,House Bill,"Crimes: other; tampering with evidence by law enforcement officer with specific intent; prohibit, and provide penalties. Amends sec. 483a of 1931 PA 328 (MCL 750.483a).Last Action: referred to second reading"
HB 6114 of 2024,House Bill,"Criminal procedure: sentencing guidelines; sentencing guidelines for certain tampering with evidence offenses by law enforcement officers; provide for. Amends sec. 16x, ch. XVII of 1927 PA 175 (MCL 777.16x).  TIE BAR WITH: HB 6113'24Last Action: referred to second reading"
HB 6115 of 2024,House Bill,"Law enforcement: records; law enforcement officer separation of service record act; revise. Amends secs. 1, 2, 3 & 5 of 2017 PA 128 (MCL 28.561 et seq.); designates secs. 1 & 2 as art. 1 & secs. 3 & 5 as art. 2 & adds arts. 3 & 4.Last Action: referred to second reading"
HB 6116 of 2024,House Bill,Law enforcement: records; reference to the law enforcement officer separation of service record act; update. Amends secs. 7 & 9 of 1978 PA 397 (MCL 423.507 & 423.509).  TIE BAR WITH: HB 6115'24Last Action: referred to second reading
HB 6117 of 2024,House Bill,Law enforcement: other; use of force policies; require law enforcement agencies to create. Creates new act.Last Action: referred to second reading
HB 6118 of 2024,House Bill,Criminal procedure: warrants; execution of search warrants; modify. Amends sec. 6 of 1966 PA 189 (MCL 780.656).Last Action: referred to second reading
HB 6119 of 2024,House Bill,Law enforcement: training; duty to intervene policy; require law enforcement agencies to adopt. Creates new act.Last Action: referred to second reading
HB 6120 of 2024,House Bill,Law enforcement: other; disclosures by law enforcement officers act; modify definition of involuntary statement. Amends sec. 1 of 2006 PA 563 (MCL 15.391).Last Action: referred to second reading
HB 6121 of 2024,House Bill,Law enforcement: other; individuals filing complaints against law enforcement; allow to remain private. Creates new act.Last Action: referred to second reading
HB 6122 of 2024,House Bill,Environmental protection: air pollution; emergency affirmative defense provisions; repeal. Amends secs. 5506 & 5523 of 1994 PA 451 (MCL 324.5506 & 324.5523) & repeals sec. 5527 of 1994 PA 451 (MCL 324.5527).Last Action: notice given to discharge committee
HB 6123 of 2024,House Bill,Highways: signs; requirements for signage; modify. Amends sec. 7b of 1972 PA 106 (MCL 252.307b).Last Action: bill electronically reproduced 11/26/2024
HB 6124 of 2024,House Bill,"Local government: authorities; revisions to the recreational authorities act; provide for. Amends secs. 5, 7 & 9 of 2000 PA 321 (MCL 123.1135 et seq.) & adds sec. 10.Last Action: bill electronically reproduced 11/26/2024"
HB 6125 of 2024,House Bill,Sales tax: exemptions; offset of the trade in value of personal electronics; provide for. Amends sec. 1 of 1933 PA 167 (MCL 205.51).Last Action: bill electronically reproduced 11/26/2024
HB 6126 of 2024,House Bill,Insurance: health insurers; required coverage for autism spectrum disorders; modify. Amends sec. 3406s of 1956 PA 128 (MCL 500.3406s).Last Action: bill electronically reproduced 11/26/2024
HB 6127 of 2024,House Bill,Human services: medical services; coverage for diagnosis of autism spectrum disorders and treatment of autism spectrum disorders; require. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 109u.Last Action: bill electronically reproduced 11/26/2024
HB 6128 of 2024,House Bill,"Food: other; processing of fish; modify. Amends secs. 3103, 3127, 3131, 7104, 7105, 7106, 7107, 8105 & 8107 of 2000 PA 92 (MCL 289.3103 et seq.) & repeals secs. 5109 & 7103 of 2000 PA 92 (MCL 289.5109 & 289.7103). Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HB 6129 of 2024,House Bill,"Food: service establishments; evaluation of food establishments; modify. Amends secs. 2105, 2111, 2132, 3115, 4103 & 6135 of 2000 PA 92 (MCL 289.2105 et seq.).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HB 6130 of 2024,House Bill,"Food: retail establishments; safety guidelines; update. Amends secs. 1107, 1109, 2129 & 6101 of 2000 PA 92 (MCL 289.1107 et seq.).Last Action: placed on third reading"
HB 6131 of 2024,House Bill,Food: cottage food operation; cottage food operation requirements; modify. Amends secs. 1105 & 4102 of 2000 PA 92 (MCl 289.1105 & 289.4102). Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 6132 of 2024,House Bill,"Food: licensing; license fees; modify. Amends secs. 1111, 2125, 4111, 4117, 5105, 6137 & 7114 of 2000 PA 92 (MCL 289.1111 et seq.). Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HB 6133 of 2024,House Bill,"Food: retail establishments; delegation of authority for complex processing in certain food establishments; provide for. Amends secs. 3105, 3129, 3139, 4101, 4105, 5101 & 6103 of 2000 PA 92 (MCL 289.3105 et seq.).Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS"
HB 6134 of 2024,House Bill,"Civil procedure: personal protection orders; removal of firearms; require for an individual subject to a domestic relations PPO. Amends sec. 2950 of 1961 PA 236 (MCL 600.2950) & adds secs. 2950p, 2950q, 2950r, 2950s, 2950t, 2950u, 2950v & 2950w.Last Action: per Rule 41 referred to Committee on Military, Veterans and Homeland Security"
HB 6135 of 2024,House Bill,"Civil procedure: other; individuals convicted of misdemeanor domestic violence; enact procedures for surrender or seizure of firearms. Creates new act.Last Action: per Rule 41 referred to Committee on Military, Veterans and Homeland Security"
HB 6136 of 2024,House Bill,Labor: public service employment; mandated public employee contribution to employer-provider health care benefits; eliminate. Repeals 2011 PA 152 (MCL 15.561 - 15.569).Last Action: bill electronically reproduced 11/26/2024
HB 6137 of 2024,House Bill,Public employees and officers: compensation and benefits; cross-reference to publicly funded health insurance contribution act; eliminate. Amends sec. 15b of 1947 PA 336 (MCL 423.215b).  TIE BAR WITH: HB 6136'24Last Action: bill electronically reproduced 11/26/2024
HB 6138 of 2024,House Bill,Public employees and officers: compensation and benefits; cross-reference to publicly funded health insurance contribution act; eliminate. Amends sec. 18j of 1951 PA 51 (MCL 247.668j).Last Action: bill electronically reproduced 11/26/2024
HB 6139 of 2024,House Bill,Public employees and officers: compensation and benefits; cross-reference to publicly funded health insurance contribution act; eliminate. Amends sec. 4p of 1909 PA 279 (MCL 117.4p).  TIE BAR WITH: HB 6136'24Last Action: bill electronically reproduced 11/26/2024
HB 6140 of 2024,House Bill,Public employees and officers: compensation and benefits; cross-reference to publicly funded health insurance contribution act; eliminate. Amends sec. 14a of 1966 PA 293 (MCL 45.514a).  TIE BAR WITH: HB 6136'24Last Action: bill electronically reproduced 11/26/2024
HB 6141 of 2024,House Bill,Public employees and officers: compensation and benefits; cross-reference to publicly funded health insurance contribution act; eliminate. Amends sec. 4a of 1973 PA 139 (MCL 45.554a).  TIE BAR WITH: HB 6136'24Last Action: bill electronically reproduced 11/26/2024
HB 6142 of 2024,House Bill,Public employees and officers: compensation and benefits; cross-reference to publicly funded health insurance contribution act; eliminate. Amends sec. 6 of 2014 PA 181 (MCL 141.1636).  TIE BAR WITH: HB 6136'24Last Action: bill electronically reproduced 11/26/2024
HB 6143 of 2024,House Bill,Health occupations: pharmacists; availability of prescription readers; require. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding sec. 17756a.Last Action: bill electronically reproduced 11/26/2024
HB 6144 of 2024 (PA 265 of 2024),House Bill,Law enforcement: other; destruction of weapons; require for buyback programs. Amends 1935 PA 59 (MCL 28.1 - 28.16) by adding sec. 5a.Last Action: assigned PA 265'24
HB 6145 of 2024 (PA 266 of 2024),House Bill,Weapons: concealed; sale of weapons seized by a law enforcement agency under 1927 PA 372; prohibit. Amends sec. 14 of 1927 PA 372 (MCL 28.434).Last Action: assigned PA 266'24
