Document,Type,Description
HB 6060 of 2022,House Bill,Marihuana: other; marihuana tax revenue; allocate to Indian tribes under certain circumstances. Amends sec. 14 of 2018 IL 1 (MCL 333.27964).  TIE BAR WITH: HB 5706'22Last Action: REFERRED TO COMMITTEE ON REGULATORY REFORM
HB 6061 of 2022,House Bill,"Marihuana: other; individuals who are 18 years of age or older; allow to be employed by or volunteer for marihuana establishments. Amends title & secs. 4, 5, 10 & 11 of 2018 IL 1 (MCL 333.27954 et seq.).Last Action: referred to second reading"
HB 6062 of 2022,House Bill,"Local government: other; publication of legal notices; revise, and create the local government public notice act. Creates new act.Last Action: referred to second reading"
HB 6063 of 2022,House Bill,Individual income tax: other; Michigan feed our future grant program act; create. Creates new act.  TIE BAR WITH: HB 6064'22Last Action: bill electronically reproduced 05/03/2022
HB 6064 of 2022,House Bill,Individual income tax: other; Michigan feed our future grant program act; create. Amends secs. 30 & 435 of 1967 PA 281 (MCL 206.30 & 206.435).  TIE BAR WITH: HB 6063'22Last Action: bill electronically reproduced 05/03/2022
HB 6065 of 2022,House Bill,"Traffic control: speed restrictions; passing vehicle on certain roads; allow to pass at rate above speed limit under certain circumstances. Amends secs. 627, 628 & 638 of 1949 PA 300 (MCL 257.627 et seq.).Last Action: bill electronically reproduced 05/03/2022"
HB 6066 of 2022,House Bill,Criminal procedure: other; ability of department of natural resources to prosecute certain offenses without the prosecuting attorney; eliminate. Amends sec. 1602 of 1994 PA 451 (MCL 324.1602).Last Action: bill electronically reproduced 05/03/2022
HB 6067 of 2022,House Bill,Environmental protection: air pollution; distribution of revenue for carbon credits; modify. Amends sec. 502 of 1994 PA 451 (MCL 324.502).Last Action: bill electronically reproduced 05/03/2022
HB 6068 of 2022,House Bill,Health: anatomical gifts; certain private practice offices and urgent care clinics to provide information on the donor registry and donating bone marrow; allow. Amends 1978 PA 368 (MCL 333.1101 & 333.25211) by adding sec. 10401.Last Action: bill electronically reproduced 05/03/2022
HB 6069 of 2022,House Bill,Health: abortion; physical examination requirements; eliminate sunset. Amends sec. 17017 of 1978 PA 368 (MCL 333.17017).Last Action: bill electronically reproduced 05/04/2022
HB 6070 of 2022 (PA 207 of 2022),House Bill,Individual income tax: credit; incentive for employers to offer paid adoption leave to certain employees; provide for. Amends 1967 PA 281 (MCL 206.1 - 206.847) by adding sec. 715.Last Action: assigned PA 207'22 with immediate effect
HB 6071 of 2022 (PA 219 of 2022),House Bill,Elections: polling places; polling place locations; expand. Amends sec. 662 of 1954 PA 116 (MCL 168.662).Last Action: assigned PA 219'22 with immediate effect
HB 6072 of 2022,House Bill,Liquor: licenses; procedure for denying a renewal application; modify. Amends sec. 525 of 1998 PA 58 (MCL 436.1525).Last Action: bill electronically reproduced 05/05/2022
HB 6073 of 2022 (PA 208 of 2022),House Bill,Children: child care; definition of relative in the child care organizations; revise. Amends sec. 1 of 1973 PA 116 (MCL 722.111).  TIE BAR WITH: HB 5974'22Last Action: assigned PA 208'22 with immediate effect
HB 6074 of 2022 (PA 209 of 2022),House Bill,"Children: other; definition of relative in the probate code of 1939; revise. Amends sec. 22, ch. X & sec. 18, ch. XIIA of 1939 PA 288 (MCL 710.22 & 712A.18).  TIE BAR WITH: HB 5974'22Last Action: assigned PA 209'22 with immediate effect"
HB 6075 of 2022 (PA 210 of 2022),House Bill,Children: guardians; definition of relative in the guardianship assistance act; revise. Amends sec. 2 of 2008 PA 260 (MCL 722.872).  TIE BAR WITH: HB 5974'22Last Action: assigned PA 210'22 with immediate effect
HB 6076 of 2022,House Bill,Mental health: other; deadline for mental health providers to release mental health records or information to child protective service workers; modify. Amends sec. 748a of 1974 PA 258 (MCL 330.1748a).  TIE BAR WITH: HB 6077'22Last Action: bill electronically reproduced 05/05/2022
HB 6077 of 2022,House Bill,Children: protection; continuing education for mandated reporters in child abuse and neglect detection; require. Amends sec. 9 of 1975 PA 238 (MCL 722.629).  TIE BAR WITH: HB 6076'22Last Action: bill electronically reproduced 05/05/2022
HB 6078 of 2022,House Bill,Labor: collective bargaining; certain collective bargaining meetings; require public school employers to record the audio of and make the recording available to the public. Amends 1947 PA 336 (MCL 423.201 - 423.217) by adding sec. 15c.  TIE BAR WITH: HB 6048'22Last Action: bill electronically reproduced 05/05/2022
HB 6079 of 2022 (PA 165 of 2022),House Bill,"Highways: memorial; portion of I-75; designate as the ""Officer Jessica Nagle-Wilson Memorial Highway"". Amends 2001 PA 142 (MCL 250.1001 - 250.2092) by adding sec. 35a.Last Action: assigned PA 165'22 with immediate effect"
HB 6080 of 2022,House Bill,"Veterans: veterans' homes; Michigan veterans' facility ombudsman; require to notify certain entities and individuals after deciding to investigate a report of abuse, neglect, or exploitation in a veterans' facility. Amends secs. 1, 7, 12 & 13 of 2016 PA 198 (MCL 4.771 et seq.).  TIE BAR WITH: HB 6081'22, HB 6082'22, HB 6142'22Last Action: bill electronically reproduced 05/05/2022"
HB 6081 of 2022,House Bill,"Veterans: ombudsman; forwarding reports of abuse, neglect, or exploitation in a veterans’ facility to the Michigan veterans’ facility ombudsman; require for the department of military and veterans affairs and employees of a veterans’ facility, and authorize the Michigan veterans’ facility ombudsman to independently investigate reports of abuse, neglect, or exploitation in a veterans’ facility. Amends sec. 4 of 2016 PA 198 (MCL 4.774).  TIE BAR WITH: HB 6080'22, HB 6082'22, HB 6142'22Last Action: bill electronically reproduced 05/05/2022"
HB 6082 of 2022,House Bill,"Veterans: ombudsman; Michigan veterans' facility ombudsman to forward report of an investigation finding abuse, neglect, or exploitation in a veterans’ facility to the department of licensing and regulatory affairs; require. Amends sec. 10 of 2016 PA 198 (MCL 4.780).  TIE BAR WITH: HB 6080'22, HB 6081'22, HB 6142'22Last Action: bill electronically reproduced 05/05/2022"
HB 6083 of 2022,House Bill,"Veterans: veterans' homes; forwarding reports of abuse, neglect, or exploitation of a veteran to the county department of veterans affairs; require for certain state and local governmental officers and entities. Creates new act.  TIE BAR WITH: HB 6084'22Last Action: bill electronically reproduced 05/05/2022"
HB 6084 of 2022,House Bill,"Veterans: veterans' homes; county department of veterans' affairs to refer veterans identified in a report of abuse, neglect, or exploitation to the department of military and veterans affairs; require. Amends 1953 PA 192 (MCL 35.621 - 35.624) by adding sec. 3b.  TIE BAR WITH: HB 6083'22Last Action: bill electronically reproduced 05/05/2022"
HB 6085 of 2022,House Bill,Employment security: administration; immobilization and demobilization plan; require the unemployment agency to create. Amends 1936 (Ex Sess) PA 1 (MCL 421.1 - 421.75) by adding sec. 68.Last Action: bill electronically reproduced 05/05/2022
HB 6086 of 2022,House Bill,"Health occupations: emergency medical services personnel; examinations for certain emergency medical services personnel; modify, and require certain notices from education program sponsors. Amends secs. 20904, 20912, 20950, 20952 & 20954 of 1978 PA 368 (MCL 333.20904 et seq.). Last Action: REFERRED TO COMMITTEE OF THE WHOLE"
HB 6087 of 2022 (PA 142 of 2022),House Bill,Liquor: spirits; cap on additional amount the liquor control commission may pay a vendor of spirits; modify. Amends sec. 205 of 1998 PA 58 (MCL 436.1205).Last Action: assigned PA 142'22 with immediate effect
HB 6088 of 2022,House Bill,Health occupations: emergency medical services personnel; certain temporary licenses; modify terms. Amends sec. 20952 of 1978 PA 368 (MCL 333.20952). Last Action: REFERRED TO COMMITTEE ON HEALTH POLICY AND HUMAN SERVICES
HB 6089 of 2022,House Bill,"Environmental protection: recycling and waste utilization; junkyards and scrapping yards; provide liability for environmental damages. Amends secs. 3115, 5501, 5529, 5530, 11151 & 12115 of 1994 PA 451 (MCL 324.3115 et seq.) & adds sec. 16908e.Last Action: bill electronically reproduced 05/10/2022"
HB 6090 of 2022,House Bill,Property tax: exemptions; freeze of taxable value for primary residences of certain senior citizens; provide for. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 7yy.Last Action: bill electronically reproduced 05/10/2022
HB 6091 of 2022,House Bill,Appropriations: supplemental; funding for public service recognition week; provide for. Creates appropriation act.Last Action: bill electronically reproduced 05/11/2022
HB 6092 of 2022,House Bill,Vehicles: registration plates; allowable time for a temporary registration plate; modify. Amends sec. 226a of 1949 PA 300 (MCL 257.226a).Last Action: bill electronically reproduced 05/10/2022
HB 6093 of 2022,House Bill,"Elections: other; election of board of county road commissioners; allow by district. Amends secs. 252, 254, 267 & 269 of 1954 PA 116 (MCL 168.252 et seq.).  TIE BAR WITH: HB 6094'22Last Action: bill electronically reproduced 05/10/2022"
HB 6094 of 2022,House Bill,Counties: boards and commissions; election of board of county road commissioners; allow by district. Amends secs. 6 & 8 of 1909 PA 283 (MCL 224.6 & 224.8).  TIE BAR WITH: HB 6093'22Last Action: bill electronically reproduced 05/10/2022
HB 6095 of 2022,House Bill,School aid: other; pupil membership counting requirements; modify. Amends sec. 6 of 1979 PA 94 (MCL 388.1606).Last Action: bill electronically reproduced 05/10/2022
HB 6096 of 2022,House Bill,Insurance: property and casualty; coverage for loss of use insurance for condominium and homeowners insurance to cover a loss of use due to this state or a political subdivision of this state prohibiting occupancy; require. Amends sec. 2236 of 1956 PA 218 (MCL 500.2236) & adds sec. 2227a.Last Action: bill electronically reproduced 05/11/2022
HB 6097 of 2022,House Bill,Individual income tax: deductions; federal deduction for certain outsourcing expenses; add back. Amends sec. 623 of 1967 PA 281 (MCL 206.623).Last Action: bill electronically reproduced 05/11/2022
HB 6098 of 2022,House Bill,Civil rights: open meetings; reference to the independent citizens redistricting commission; remove. Amends sec. 8 of 1976 PA 267 (MCL 15.268).Last Action: bill electronically reproduced 05/11/2022
HB 6099 of 2022,House Bill,Labor: hours and wages; certain employers pay prevailing wage to employees who work on renewable energy projects; require. Creates new act.Last Action: bill electronically reproduced 05/11/2022
HB 6100 of 2022,House Bill,School aid: penalties; exception to the minimum hour and day requirement for districts; provide for during certain staffing shortages. Amends sec. 101 of 1979 PA 94 (MCL 388.1701).Last Action: bill electronically reproduced 05/11/2022
HB 6101 of 2022,House Bill,Property: land sales; inspection of septic tanks; require at time of sale. Creates new act.Last Action: bill electronically reproduced 05/17/2022
HB 6102 of 2022,House Bill,Education: attendance; time pupils spend at recess; allow to be counted as pupil instruction time. Amends sec. 101 of 1979 PA 94 (MCL 388.1701).Last Action: bill electronically reproduced 05/18/2022
HB 6103 of 2022,House Bill,"Recreation: state parks; ""Douglass Houghton Falls""; designate as a veterans' state park, dedicated to all Michigan veterans. Amends secs. 74116 & 74126 of 1994 PA 451 (MCL 324.74116 & 324.74126).Last Action: bill electronically reproduced 05/18/2022"
HB 6104 of 2022,House Bill,State: symbol; copper as state mineral; establish. Creates new act.Last Action: bill electronically reproduced 05/18/2022
HB 6105 of 2022 (PA 225 of 2022),House Bill,"Liquor: other; sale of nonalcoholic liquor by wholesaler; allow under certain circumstances, and allow use of coupons under certain circumstances. Amends sec. 609c of 1998 PA 58 (MCL 436.1609c) & adds secs. 609g, 609h, 609i & 609j.  TIE BAR WITH: HB 6106'22, HB 6107'22Last Action: assigned PA 225'22 with immediate effect"
HB 6106 of 2022 (PA 226 of 2022),House Bill,"Liquor: manufacturer; supplier manufacturing private label alcohol; allow under certain circumstances. Amends secs. 105 & 603 of 1998 PA 58 (MCL 436.1105 & 436.1603).  TIE BAR WITH: HB 6105'22, HB 6107'22Last Action: assigned PA 226'22 with immediate effect"
HB 6107 of 2022 (PA 227 of 2022),House Bill,"Liquor: other; price change procedures; modify, and allow use of technology for marketing under certain circumstances. Amends sec. 609a of 1998 PA 58 (MCL 436.1609a) & adds sec. 609f.  TIE BAR WITH: HB 6105'22, HB 6106'22Last Action: assigned PA 227'22 with immediate effect"
HB 6108 of 2022 (PA 167 of 2022),House Bill,"Tobacco: other; youth tobacco act definition of minor; modify to less than 21 years of age. Amends secs. 1 & 4 of 1915 PA 31 (MCL 722.641 & 722.644).  TIE BAR WITH: SB 0576'21, SB 0577'21, SB 0720'21, HB 6109'22Last Action: assigned PA 167'22 with immediate effect"
