Document,Type,Description
HB 5871 of 2014,House Bill,"Criminal procedure; warrants; oral swab test; require search warrant in the absence of written consent. Amends sec. 25b, ch. IV of 1927 PA 175 (MCL 764.25b).Last Action: printed bill filed 10/02/2014"
HB 5872 of 2014,House Bill,Energy; alternative sources; renewable energy mandates; repeal. Amends sec. 47 of 2008 PA 295 (MCL 460.1047) & repeals sec. 27 of 2008 PA 295 (MCL 460.1027).Last Action: printed bill filed 10/02/2014
HB 5873 of 2014,House Bill,Labor; employment preference; sanctions for advertisements that discriminate in hiring unemployed individuals; provide for. Creates new act.Last Action: printed bill filed 10/02/2014
HB 5874 of 2014,House Bill,Corporate income tax; credits; credit for certain taxpayers that provide employment to unemployed individuals; create. Amends 1967 PA 281 (MCL 206.1 - 206.713) by adding sec. 672.Last Action: printed bill filed 10/02/2014
HB 5875 of 2014,House Bill,"Elections; judicial; withdrawal date for judicial candidates; modify. Amends secs. 409c, 414, 434 & 467d of 1954 PA 116 (MCL 168.409c et seq.).Last Action: printed bill filed 10/02/2014"
HB 5876 of 2014,House Bill,Insurance; prudent purchaser agreements; pharmacy provider panels; require organizations that establish pharmacy provider panels to allow any pharmacy willing to participate on those terms to provide pharmacy services to insureds or covered members. Amends title & sec. 2 of 1984 PA 233 (MCL 550.52) & adds sec. 3c.  TIE BAR WITH: HB 5877'14Last Action: printed bill filed 10/02/2014
HB 5877 of 2014,House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for pharmacy provider panel violations; enact. Amends sec. 15a, ch. XVII of 1927 PA 175 (MCL 777.15a).  TIE BAR WITH: HB 5876'14Last Action: printed bill filed 10/02/2014"
HB 5878 of 2014,House Bill,State financing and management; funds; qualified film production tax credit; modify. Amends sec. 29h of 1984 PA 270 (MCL 125.2029h).Last Action: printed bill filed 10/02/2014
HB 5879 of 2014,House Bill,"Children; child care; limitation on allowable hours per day a child can be left at a child care center, group child care home, or family child care home; provide for. Amends 1973 PA 116 (MCL 722.111 - 722.128) by adding sec. 1b.Last Action: printed bill filed 10/03/2014"
HB 5880 of 2014,House Bill,Veterans; other; distribution of veterans' relief funds for county administration of veterans affairs; provide for. Amends 1899 PA 214 (MCL 35.21 - 35.27) by adding sec. 1a.Last Action: printed bill filed 10/03/2014
HB 5881 of 2014,House Bill,Veterans; benefits; definition of veteran; modify. Amends sec. 1 of 1965 PA 190 (MCL 35.61).Last Action: printed bill filed 10/03/2014
HB 5882 of 2014,House Bill,"Records; death; maternal deaths; require physicians and certain health facilities to report to department as part of health information system. Amends secs. 2617, 2631 & 2632 of 1978 PA 368 (MCL 333.2617 et seq.).Last Action: printed bill filed 10/03/2014"
HB 5883 of 2014,House Bill,Transportation; funds; use of public funds for lane expansion on certain highways; prohibit. Amends 1951 PA 51 (MCL 247.651 - 247.675) by adding sec. 10q.Last Action: printed bill filed 10/03/2014
HB 5884 of 2014,House Bill,"Vehicles; title; appeals process for the suspension, revocation, or denial of a salvage vehicle inspection certification; establish. Amends sec. 217c of 1949 PA 300 (MCL 257.217c).Last Action: printed bill filed 10/03/2014"
HB 5885 of 2014,House Bill,Housing; landlord and tenants; lack of insurance coverage for tenant's personal property; require landlord to give notice of. Amends sec. 4 of 1978 PA 454 (MCL 554.634).Last Action: printed bill filed 10/03/2014
HB 5886 of 2014,House Bill,Agriculture; other; Michigan right to farm act; expand definition of agricultural use to include wind farms. Amends sec. 2 of 1981 PA 93 (MCL 286.472).Last Action: printed bill filed 10/03/2014
HB 5887 of 2014,House Bill,Weapons; firearms; carrying of firearms in this state by employees of certain federal agencies; prohibit. Creates new act.Last Action: printed bill filed 10/03/2014
HB 5888 of 2014,House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for violations of the regulatory agency demilitarization act; adopt. Amends sec. 11b, ch. XVII of 1927 PA 175 (MCL 777.11b).  TIE BAR WITH: HB 5887'14Last Action: printed bill filed 10/03/2014"
HB 5889 of 2014,House Bill,State financing and management; purchasing; preprivatization cost-benefit analysis and process for public service workers to present alternative recommendations; provide for. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 280.Last Action: printed bill filed 11/07/2014
HB 5890 of 2014,House Bill,"State financing and management; purchasing; impact study regarding the effects of privatization of services on local community; require, and post online. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 282.Last Action: printed bill filed 11/07/2014"
HB 5891 of 2014,House Bill,State financing and management; purchasing; procurement contract for services cancellation protocols; establish. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 280.Last Action: printed bill filed 11/07/2014
HB 5892 of 2014,House Bill,"State financing and management; purchasing; public disclosure of service contracts in excess of $500,000.00; provide for. Amends sec. 470 of 1984 PA 431 (MCL 18.1470).Last Action: printed bill filed 11/07/2014"
HB 5893 of 2014,House Bill,State financing and management; purchasing; online database of contracts and services entered into with taxpayer revenue; require. Amends sec. 448 of 1984 PA 431 (MCL 18.1448).Last Action: printed bill filed 11/07/2014
HB 5894 of 2014,House Bill,State financing and management; purchasing; automatic renewals of state service contracts; prohibit. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 280b.Last Action: printed bill filed 11/07/2014
HB 5895 of 2014,House Bill,"State financing and management; purchasing; criteria for participation in state contract process; provide for, and prohibit bad corporate actors from being awarded a contract. Amends sec. 264 of 1984 PA 431 (MCL 18.1264).Last Action: printed bill filed 11/07/2014"
HB 5896 of 2014,House Bill,Communications; video services; alternative cable providers; ensure access to excess cable equipment capacity in multiple dwellings. Creates new act.Last Action: printed bill filed 11/07/2014
HB 5897 of 2014,House Bill,Property; condemnation; relocation assistance; clarify inapplicability to persons affected by multiple-dwelling cable communications access act. Amends sec. 11 of 1972 PA 227 (MCL 213.331).  TIE BAR WITH: HB 5896'14Last Action: printed bill filed 11/07/2014
HB 5898 of 2014,House Bill,Land use; zoning and growth management; zoning ordinance prohibiting sand or gravel mining; modify specific statutory standards. Amends sec. 205 of 2006 PA 110 (MCL 125.3205).Last Action: printed bill filed 11/07/2014
HB 5899 of 2014,House Bill,Financial institutions; mortgage brokers and lenders; requiring a mortgage escrow account for property taxes; prohibit for mortgage of certain exempt property owned by disabled veterans. Amends sec. 22 of 1987 PA 173 (MCL 445.1672).Last Action: printed bill filed 11/07/2014
HB 5900 of 2014,House Bill,Appropriations; supplemental; funding for Michigan educational opportunity grants; restore. Amends 1979 PA 94 (MCL 388.1601 - 388.1896) by adding sec. 236d.Last Action: printed bill filed 11/07/2014
HB 5901 of 2014,House Bill,"Appropriations; supplemental; funding for part-time, independent student grants; restore. Amends 1979 PA 94 (MCL 388.1601 - 388.1896) by adding sec. 236e.Last Action: printed bill filed 11/07/2014"
HB 5902 of 2014,House Bill,Environmental protection; water pollution; incentives for development of green infrastructure relating to storm water management systems; provide for. Amends secs. 5301 & 5303 of 1994 PA 451 (MCL 324.5301 & 324.5303).Last Action: printed bill filed 11/07/2014
HB 5903 of 2014,House Bill,"Appropriations; revenue sharing; forfeiture reporting requirements; include in revenue sharing boilerplate. Creates appropriation act & repeals sec. 952, art. VIII of 2014 PA 252.  TIE BAR WITH: HB 5250'14Last Action: printed bill filed 11/07/2014"
HB 5904 of 2014,House Bill,"Education; curriculum; high school diploma endorsement in science, technology, engineering, and math (STEM); provide for. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1278d.  TIE BAR WITH: HB 5905'14Last Action: printed bill filed 11/07/2014"
HB 5905 of 2014,House Bill,"Education; curriculum; high school diploma endorsement in science, technology, engineering, and math (STEM); direct department of education to issue for certain pupils. Amends 1976 PA 451 (MCL 380.1 - 380.1852) by adding sec. 1278e.  TIE BAR WITH: HB 5904'14Last Action: printed bill filed 11/07/2014"
HB 5906 of 2014,House Bill,Education; teachers; requirements for professional teaching certificate and requirements for alternative teaching certificate process; revise. Amends secs. 1531 & 1531i of 1976 PA 451 (MCL 380.1531 & 380.1531i).Last Action: printed bill filed 11/07/2014
HB 5907 of 2014,House Bill,Civil rights; open meetings; county commissioner partisan caucuses; include in permissible purposes for closed sessions. Amends sec. 8 of 1976 PA 267 (MCL 15.268).Last Action: referred to second reading
HB 5908 of 2014,House Bill,"Transportation; other; commercial passenger transportation act; create. Amends title & secs. 1, 3, 4. 5, 7, 9, 15, 16, 17, 23, 27, 29, 32, 33, 34, 35 & 39 of 1982 PA 432 (MCL 474.101 et seq.); adds secs. 10 & 38; repeals secs. 6, 11, 13, 21, 25, 31 & 41 of 1982 PA 432 (MCL 474.106 et seq.) & repeals 1990 PA 271 (MCL 257.1901 - 257.1939).Last Action: per Rule 41 referred to Committee on Transportation and Infrastructure"
HB 5909 of 2014,House Bill,Transportation; other; reference to motor bus transportation act; revise to commercial passenger transportation act in the metropolitan transportation authorities act. Amends sec. 9 of 1967 PA 204 (MCL 124.409).  TIE BAR WITH: HB 5908'14Last Action: per Rule 41 referred to Committee on Transportation and Infrastructure
HB 5910 of 2014,House Bill,Transportation; authorities; reference to motor bus transportation act; revise to commercial passenger transportation act in the regional transit authority act. Amends sec. 14 of 2012 PA 387 (MCL 124.554).  TIE BAR WITH: HB 5908'14Last Action: per Rule 41 referred to Committee on Transportation and Infrastructure
HB 5911 of 2014,House Bill,Transportation; motor carrier fuel tax; reference to motor bus transportation act; revise to commercial passenger transportation act in the motor carrier fuel tax act. Amends sec. 1 of 1980 PA 119 (MCL 207.211).  TIE BAR WITH: HB 5908'14Last Action: per Rule 41 referred to Committee on Transportation and Infrastructure
HB 5912 of 2014,House Bill,"Transportation; school vehicles; reference to motor bus transportation act; revise to commercial passenger transportation act in the pupil transportation act. Amends secs. 5, 10a & 33 of 1990 PA 187 (MCL 257.1805 et seq.).  TIE BAR WITH: HB 5908'14Last Action: per Rule 41 referred to Committee on Transportation and Infrastructure"
HB 5913 of 2014,House Bill,Transportation; other; reference to motor bus transportation act; revise to commercial passenger transportation act in 2012 PA 341. Amends sec. 1 of 2012 PA 341 (MCL 474.31).  TIE BAR WITH: HB 5908'14Last Action: per Rule 41 referred to Committee on Transportation and Infrastructure
HB 5914 of 2014,House Bill,Transportation; carriers; reference to motor bus transportation act; revise to commercial passenger transportation act in the motor carrier safety act. Amends sec. 5 of 1963 PA 181 (MCL 480.15).  TIE BAR WITH: HB 5908'14Last Action: per Rule 41 referred to Committee on Transportation and Infrastructure
HB 5915 of 2014,House Bill,School aid; other; disclosure of operating budget; expand to include financial statements by an educational maintenance organization. Amends sec. 18 of 1979 PA 94 (MCL 388.1618).  TIE BAR WITH: HB 5829'14Last Action: printed bill filed 11/07/2014
HB 5916 of 2014,House Bill,"Education; public school academies; requirements for management agreement with educational management organizations; revise. Amends secs. 503c, 504a, 523c, 525, 553c, 557 & 1311h of 1976 PA 451 (MCL 380.503c et seq.).Last Action: printed bill filed 11/07/2014"
HB 5917 of 2014,House Bill,"Education; public school academies; requirements for issuance of contract, provisions concerning oversight, and requirements for management contracts; revise. Amends secs. 502, 503, 507, 522, 523, 528, 552, 553 & 561 of 1976 PA 451 (MCL 380.502 et seq.).Last Action: printed bill filed 11/07/2014"
HB 5918 of 2014,House Bill,"Education; public school academies; requirements and duties of authorizing body; revise. Amends secs. 502, 522, 552 & 1311d of 1976 PA 451 (MCL 380.502 et seq.).Last Action: printed bill filed 11/07/2014"
HB 5919 of 2014,House Bill,"Elections; petitions; process for counting duplicate petition signatures; provide for, and eliminate penalties. Amends secs. 303, 386, 482, 544c, 590h, 685, 957 & 958 of 1954 PA 116 (MCL 168.303 et seq.); adds secs. 482a & 547 & repeals sec. 547a of 1954 PA 116 (MCL 168.547a).Last Action: printed bill filed 11/07/2014"
HB 5920 of 2014,House Bill,Economic development; other; certain economic development incentives for certain companies involved in tax inversion; prohibit. Amends sec. 7 of 1984 PA 270 (MCL 125.2007).Last Action: printed bill filed 11/07/2014
