Document,Type,Description
HB 6096 of 2010,House Bill,"Insurance; no-fault; duties of the assigned claims facility; transfer to Michigan automobile placement facility. Amends secs. 3171, 3172, 3173a, 3174, 3175, 3320 & 3330 of 1956 PA 218 (MCL 500.3171 et seq.).Last Action: printed bill filed 04/30/2010"
HB 6097 of 2010 (PA 157 of 2010),House Bill,Insurance; life; Michigan life and health insurance guaranty association; increase certain maximum benefits and provide for general amendments. Amends sec. 7704 of 1956 PA 218 (MCL 500.7704).Last Action: assigned PA 157'10 with immediate effect
HB 6098 of 2010,House Bill,Housing; other; definition of supportive housing property; modify. Amends secs. 59 & 59a of 1966 PA 346 (MCL 125.1459 & 125.1459a).Last Action: REFERRED TO COMMITTEE ON FINANCE
HB 6099 of 2010 (PA 140 of 2010),House Bill,"Trade; vehicles; regulation of new motor vehicle manufacturers, distributors, and dealers and their relationships and dealings; general revisions to definitions. Amends secs. 2, 3 & 4 of 1981 PA 118 (MCL 445.1562 et seq.).  TIE BAR WITH: HB 6100'10, SB 1308'10, SB 1309'10Last Action: assigned PA 140'10 with immediate effect"
HB 6100 of 2010 (PA 141 of 2010),House Bill,"Trade; vehicles; regulation of new motor vehicle manufacturers, distributors, and dealers and their relationships and dealings; prohibit certain actions by manufacturer and make other general revisions. Amends secs. 11, 12, 13 & 14 of 1981 PA 118 (MCL 445.1571 et seq.).  TIE BAR WITH: HB 6099'10, SB 1308'10, SB 1309'10Last Action: assigned PA 141'10 with immediate effect"
HB 6101 of 2010,House Bill,Crime victims; rights; names and addresses of minors who have been victims of child abuse or sex crimes; allow to be exempted from disclosure under freedom of information act. Amends sec. 13 of 1976 PA 442 (MCL 15.243).Last Action: referred to second reading
HB 6102 of 2010,House Bill,"State financing and management; other; procedure for the sale of surplus, salvage, and scrap material; revise. Amends sec. 267 of 1984 PA 431 (MCL 18.1267).Last Action: printed bill filed 05/05/2010"
HB 6103 of 2010,House Bill,"Michigan business tax; rate; modified gross receipts tax rate and compensation and investment tax credits; reduce rate and sunset credits. Amends secs. 203 & 403 of 2007 PA 36 (MCL 208.1203 & 208.1403).  TIE BAR WITH: HB 5249'09, HB 6104'10, HB 6105'10, HB 6106'10, HB 6107'10, HB 6108'10, HB 6109'10, HB 6110'10, HB 6111'10, HB 6112'10, HB 6113'10, HB 6114'10, HB 6115'10, HB 6116'10, HB 6117'10, HB 6118'10, HB 6119'10Last Action: printed bill filed 05/05/2010"
HB 6104 of 2010,House Bill,"Michigan business tax; rate; business income tax rate; reduce. Amends sec. 201 of 2007 PA 36 (MCL 208.1201).  TIE BAR WITH: HB 5249'09, HB 6103'10, HB 6105'10, HB 6106'10, HB 6107'10, HB 6108'10, HB 6109'10, HB 6110'10, HB 6111'10, HB 6112'10, HB 6113'10, HB 6114'10, HB 6115'10, HB 6116'10, HB 6117'10, HB 6118'10, HB 6119'10Last Action: printed bill filed 05/05/2010"
HB 6105 of 2010,House Bill,"Michigan business tax; insurance companies; tax rate on gross direct premiums; reduce. Amends sec. 235 of 2007 PA 36 (MCL 208.1235).  TIE BAR WITH: HB 5249'09, HB 6103'10, HB 6104'10, HB 6106'10, HB 6107'10, HB 6108'10, HB 6109'10, HB 6110'10, HB 6111'10, HB 6112'10, HB 6113'10, HB 6114'10, HB 6115'10, HB 6116'10, HB 6117'10, HB 6118'10, HB 6119'10Last Action: printed bill filed 05/05/2010"
HB 6106 of 2010,House Bill,"Michigan business tax; financial institutions; franchise tax rate; reduce. Amends sec. 263 of 2007 PA 36 (MCL 208.1263).  TIE BAR WITH: HB 5249'09, HB 6103'10, HB 6104'10, HB 6105'10, HB 6107'10, HB 6108'10, HB 6109'10, HB 6110'10, HB 6111'10, HB 6112'10, HB 6113'10, HB 6114'10, HB 6115'10, HB 6116'10, HB 6117'10, HB 6118'10, HB 6119'10Last Action: printed bill filed 05/05/2010"
HB 6107 of 2010,House Bill,"Michigan business tax; surcharge; surcharge and research and development credits; sunset. Amends secs. 281 & 405 of 2007 PA 36 (MCL 208.1281 & 208.1405).  TIE BAR WITH: HB 5249'09, HB 6103'10, HB 6104'10, HB 6105'10, HB 6106'10, HB 6108'10, HB 6109'10, HB 6110'10, HB 6111'10, HB 6112'10, HB 6113'10, HB 6114'10, HB 6115'10, HB 6116'10, HB 6117'10, HB 6118'10, HB 6119'10Last Action: printed bill filed 05/05/2010"
HB 6108 of 2010,House Bill,"Michigan business tax; credit; credits for certain facilities; sunset. Amends secs. 409, 410, 410a & 446 of 2007 PA 36 (MCL 208.1409 et seq.).  TIE BAR WITH: HB 5249'09, HB 6103'10, HB 6104'10, HB 6105'10, HB 6106'10, HB 6107'10, HB 6109'10, HB 6110'10, HB 6111'10, HB 6112'10, HB 6113'10, HB 6114'10, HB 6115'10, HB 6116'10, HB 6117'10, HB 6118'10, HB 6119'10Last Action: printed bill filed 05/05/2010"
HB 6109 of 2010,House Bill,"Michigan business tax; credit; credit for qualified start-up business; sunset. Amends sec. 415 of 2007 PA 36 (MCL 208.1415).  TIE BAR WITH: HB 5249'09, HB 6103'10, HB 6104'10, HB 6105'10, HB 6106'10, HB 6107'10, HB 6108'10, HB 6110'10, HB 6111'10, HB 6112'10, HB 6113'10, HB 6114'10, HB 6115'10, HB 6116'10, HB 6117'10, HB 6118'10, HB 6119'10Last Action: printed bill filed 05/05/2010"
HB 6110 of 2010,House Bill,"Michigan business tax; credit; sunset on early stage venture investment credits; revise. Amends sec. 419 of 2007 PA 36 (MCL 208.1419).  TIE BAR WITH: HB 5249'09, HB 6103'10, HB 6104'10, HB 6105'10, HB 6106'10, HB 6107'10, HB 6108'10, HB 6109'10, HB 6111'10, HB 6112'10, HB 6113'10, HB 6114'10, HB 6115'10, HB 6116'10, HB 6117'10, HB 6118'10, HB 6119'10Last Action: printed bill filed 05/05/2010"
HB 6111 of 2010,House Bill,"Michigan business tax; credit; next energy and low-grade hematite credit; sunset. Amends secs. 429 & 439 of 2007 PA 36 (MCL 208.1429 & 208.1439).  TIE BAR WITH: HB 5249'09, HB 6103'10, HB 6104'10, HB 6105'10, HB 6106'10, HB 6107'10, HB 6108'10, HB 6109'10, HB 6110'10, HB 6112'10, HB 6113'10, HB 6114'10, HB 6115'10, HB 6116'10, HB 6117'10, HB 6118'10, HB 6119'10Last Action: printed bill filed 05/05/2010"
HB 6112 of 2010,House Bill,"Michigan business tax; credit; Michigan economic growth authority credits; sunset new agreements. Amends sec. 431 of 2007 PA 36 (MCL 208.1431).  TIE BAR WITH: HB 5249'09, HB 6103'10, HB 6104'10, HB 6105'10, HB 6106'10, HB 6107'10, HB 6108'10, HB 6109'10, HB 6110'10, HB 6111'10, HB 6113'10, HB 6114'10, HB 6115'10, HB 6116'10, HB 6117'10, HB 6118'10, HB 6119'10Last Action: printed bill filed 05/05/2010"
HB 6113 of 2010,House Bill,"Michigan business tax; credit; anchor company credits; sunset. Amends secs. 431a, 431b & 431c of 2007 PA 36 (MCL 208.1431a et seq.).  TIE BAR WITH: HB 5249'09, HB 6103'10, HB 6104'10, HB 6105'10, HB 6106'10, HB 6107'10, HB 6108'10, HB 6109'10, HB 6110'10, HB 6111'10, HB 6112'10, HB 6114'10, HB 6115'10, HB 6116'10, HB 6117'10, HB 6118'10, HB 6119'10Last Action: printed bill filed 05/05/2010"
HB 6114 of 2010,House Bill,"Michigan business tax; credit; credit for businesses located in renaissance zones; sunset. Amends sec. 433 of 2007 PA 36 (MCL 208.1433).  TIE BAR WITH: HB 5249'09, HB 6103'10, HB 6104'10, HB 6105'10, HB 6106'10, HB 6107'10, HB 6108'10, HB 6109'10, HB 6110'10, HB 6111'10, HB 6112'10, HB 6113'10, HB 6115'10, HB 6116'10, HB 6117'10, HB 6118'10, HB 6119'10Last Action: printed bill filed 05/05/2010"
HB 6115 of 2010,House Bill,"Michigan business tax; credit; battery credits and credit for certain fuel delivery systems; sunset. Amends secs. 434 & 460 of 2007 PA 36 (MCL 208.1434 & 208.1460).  TIE BAR WITH: HB 5249'09, HB 6103'10, HB 6104'10, HB 6105'10, HB 6106'10, HB 6107'10, HB 6108'10, HB 6109'10, HB 6110'10, HB 6111'10, HB 6112'10, HB 6113'10, HB 6114'10, HB 6116'10, HB 6117'10, HB 6118'10, HB 6119'10Last Action: printed bill filed 05/05/2010"
HB 6116 of 2010,House Bill,"Michigan business tax; credit; credit for rehabilitation of historic resources; sunset new agreements. Amends sec. 435 of 2007 PA 36 (MCL 208.1435).  TIE BAR WITH: HB 5249'09, HB 6103'10, HB 6104'10, HB 6105'10, HB 6106'10, HB 6107'10, HB 6108'10, HB 6109'10, HB 6110'10, HB 6111'10, HB 6112'10, HB 6113'10, HB 6114'10, HB 6115'10, HB 6117'10, HB 6118'10, HB 6119'10Last Action: printed bill filed 05/05/2010"
HB 6117 of 2010,House Bill,"Michigan business tax; credit; credits for certain motor vehicle dealers and retail stores; sunset. Amends secs. 445, 447 & 449 of 2007 PA 36 (MCL 208.1445 et seq.).  TIE BAR WITH: HB 5249'09, HB 6103'10, HB 6104'10, HB 6105'10, HB 6106'10, HB 6107'10, HB 6108'10, HB 6109'10, HB 6110'10, HB 6111'10, HB 6112'10, HB 6113'10, HB 6114'10, HB 6115'10, HB 6116'10, HB 6118'10, HB 6119'10Last Action: printed bill filed 05/05/2010"
HB 6118 of 2010,House Bill,"Michigan business tax; credit; research and development credit for qualified technology; sunset. Amends secs. 450 & 450a of 2007 PA 36 (MCL 208.1450 & 208.1450a).  TIE BAR WITH: HB 5249'09, HB 6103'10, HB 6104'10, HB 6105'10, HB 6106'10, HB 6107'10, HB 6108'10, HB 6109'10, HB 6110'10, HB 6111'10, HB 6112'10, HB 6113'10, HB 6114'10, HB 6115'10, HB 6116'10, HB 6117'10, HB 6119'10Last Action: printed bill filed 05/05/2010"
HB 6119 of 2010,House Bill,"Michigan business tax; credit; private equity fund credit; sunset. Amends sec. 453 of 2007 PA 36 (MCL 208.1453).  TIE BAR WITH: HB 5249'09, HB 6103'10, HB 6104'10, HB 6105'10, HB 6106'10, HB 6107'10, HB 6108'10, HB 6109'10, HB 6110'10, HB 6111'10, HB 6112'10, HB 6113'10, HB 6114'10, HB 6115'10, HB 6116'10, HB 6117'10, HB 6118'10Last Action: printed bill filed 05/05/2010"
HB 6120 of 2010,House Bill,Courts; funding; transfer of certain revenue from the juror compensation fund into the general fund; provide for. Amends sec. 151d of 1961 PA 236 (MCL 600.151d).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
HB 6121 of 2010,House Bill,"Corrections; jails; county jail reimbursement program; provide for. Amends 1953 PA 232 (MCL 791.201 - 791.285) by adding sec. 20j & repeals sec. 35, ch. IX of 1927 PA 175 (MCL 769.35).Last Action: printed bill filed 05/05/2010"
HB 6122 of 2010,House Bill,Corrections; alternatives; special alternative incarceration program; delete sunset date. Amends sec. 34a of 1953 PA 232 (MCL 791.234a).Last Action: printed bill filed 05/05/2010
HB 6123 of 2010,House Bill,Records; public; use of copies of original instruments for recording purposes; allow under certain circumstances. Amends sec. 1 of 1937 PA 103 (MCL 565.201).Last Action: printed bill filed 05/05/2010
HB 6124 of 2010,House Bill,"Counties; boards and commissions; posting of board meeting minutes on county website and electronic mailing of copies of minutes upon request free of charge; require. Amends sec. 9 of 1851 PA 156 (MCL 46.9).Last Action: REFERRED TO COMMITTEE ON LOCAL, URBAN AND STATE AFFAIRS"
HB 6125 of 2010,House Bill,"Traffic control; other; use of roller skis on streets, highways, and paths; authorize under certain circumstances. Amends 1949 PA 300 (MCL 257.1 - 257.923) by adding sec. 660e.Last Action: printed bill filed 05/05/2010"
HB 6126 of 2010,House Bill,"Natural resources; other; cross country ski permit; create. Amends secs. 72101 & 72110 of 1994 PA 451 (MCL 324.72101 & 324.72110) & adds secs. 72121, 72122, 72123, 72124 & 72125.Last Action: printed bill filed 05/05/2010"
HB 6127 of 2010,House Bill,Public utilities; electric utilities; cap on electric choice; increase. Amends sec. 10a of 1939 PA 3 (MCL 460.10a).Last Action: printed bill filed 05/05/2010
HB 6128 of 2010,House Bill,Transportation; other; community benefits agreement; allow state of Michigan participation. Amends 1964 PA 286 (MCL 247.801 - 247.816) by adding sec. 6c.Last Action: REFERRED TO COMMITTEE ON GOVERNMENT OPERATIONS
HB 6129 of 2010,House Bill,Economic development; brownfield redevelopment authority; filing deadline for certain tax capture under a brownfield redevelopment finance authority; modify. Amends sec. 15a of 1996 PA 381 (MCL 125.2665a).Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM
HB 6130 of 2010,House Bill,Liquor; licenses; issuance of license; modify seating capacity criteria. Amends sec. 521a of 1998 PA 58 (MCL 436.1521a).Last Action: printed bill filed 05/06/2010
HB 6131 of 2010,House Bill,"Retirement; public school employees; defined contribution plan for public school employees hired after June 1, 2010; provide for. Amends secs. 4, 8, 25, 26 & 34 of 1980 PA 300 (MCL 38.1304 et seq.) & adds secs. 41b, 109, 110, 111 & 112 & art. 7.Last Action: printed bill filed 05/06/2010"
HB 6132 of 2010,House Bill,Crimes; explosives; duty of hospital personnel and other health providers to report fireworks or pyrotechnics injuries; create. Amends sec. 411 of 1931 PA 328 (MCL 750.411).  TIE BAR WITH: HB 6134'10Last Action: printed bill filed 05/06/2010
HB 6133 of 2010,House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for fireworks violations; enact. Amends sec. 11c, ch. XVII of 1927 PA 175 (MCL 777.11c).  TIE BAR WITH: HB 6134'10Last Action: printed bill filed 05/06/2010"
HB 6134 of 2010,House Bill,Explosives; licensing; Michigan fireworks safety act; enact. Creates new act & repeals ch. XXXIX of 1931 PA 328 (MCL 750.243a - 750.243e).Last Action: printed bill filed 05/06/2010
HB 6135 of 2010 (PA 94 of 2010),House Bill,Corrections; parole; dueling conviction as basis for parole eligibility; remove to reflect repeal of crime. Amends sec. 33b of 1953 PA 232 (MCL 791.233b).  TIE BAR WITH: HB 6137'10Last Action: assigned PA 94'10 with immediate effect
HB 6136 of 2010 (PA 95 of 2010),House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for crime of dueling; eliminate. Amends sec. 16i, ch. XVII of 1927 PA 175 (MCL 777.16i).  TIE BAR WITH: HB 6137'10Last Action: assigned PA 95'10 with immediate effect"
HB 6137 of 2010 (PA 96 of 2010),House Bill,Crimes; other; crime of dueling; repeal. Repeals sec. 171 of 1931 PA 328 (MCL 750.171).Last Action: assigned PA 96'10 with immediate effect
HB 6138 of 2010,House Bill,"Holidays; other; ""Filipino American Heritage Month""; establish as the month of October. Creates new act.Last Action: printed bill filed 05/06/2010"
HB 6139 of 2010,House Bill,Law enforcement; local police; sale of certain confiscated firearms by auction by local law enforcement agency; allow. Amends sec. 14 of 1927 PA 372 (MCL 28.434) & adds sec. 14a.Last Action: printed bill filed 05/06/2010
HB 6140 of 2010,House Bill,Public utilities; consumer services; payment program for certain customers; provide for. Amends 1939 PA 3 (MCL 460.1 - 460.11) by adding sec. 9d.Last Action: printed bill filed 05/06/2010
