Document,Type,Description
HB 5929 of 2008,House Bill,Appropriations; other; 72-hour budget review act; create. Creates new act.Last Action: printed bill filed 03/21/2008
HB 5930 of 2008,House Bill,Human services; services or financial assistance; voucher system; implement. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 14j.Last Action: printed bill filed 03/21/2008
HB 5931 of 2008,House Bill,Human services; other; immunity for certain human services employees; prohibit. Amends 1939 PA 288 (MCL 710.21 - 712A.32) by adding sec. 2f to ch. XIIA.Last Action: printed bill filed 03/21/2008
HB 5932 of 2008,House Bill,Consumer protection; unfair trade practices; termination of cellular telephone contracts by certain active military personnel; allow. Creates new act.Last Action: REFERRED TO COMMITTEE ON SENIOR CITIZENS AND VETERANS AFFAIRS
HB 5933 of 2008,House Bill,Human services; fraud; use of public assistance data cross-referenced with certain state employment tax data; allow. Amends 1939 PA 280 (MCL 400.1 - 400.119b) by adding sec. 57v.Last Action: printed bill filed 04/09/2008
HB 5934 of 2008 (PA 381 of 2008),House Bill,"Liens; other; procedure for person to contest fraudulent financing statement; adopt. Amends 1962 PA 174 (MCL 440.1101 - 440.11102) by adding sec. 9501a.  TIE BAR WITH: HB 5935'08, SB 1236'08Last Action: assigned PA 381'08 with immediate effect"
HB 5935 of 2008 (PA 382 of 2008),House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for filing false affidavit of fraudulent financing statement; adopt. Amends sec. 14g, ch. XVII of 1927 PA 175 (MCL 777.14g).  TIE BAR WITH: HB 5934'08Last Action: assigned PA 382'08 with immediate effect"
HB 5936 of 2008 (PA 161 of 2008),House Bill,"Occupations; accounting; provisions relating to licensing and registration of certified public accountants; modify. Amends secs. 720, 723, 724, 728 & 734 of 1980 PA 299 (MCL 339.720 et seq.) & adds secs. 727a & 734a.Last Action: assigned PA 161'08 with immediate effect"
HB 5937 of 2008,House Bill,Business tax; other; gross receipts definition; exclude sales tax. Amends sec. 111 of 2007 PA 36 (MCL 208.1111).Last Action: printed bill filed 04/09/2008
HB 5938 of 2008,House Bill,Business tax; other; definition of tax rate under next energy credit; clarify. Amends sec. 429 of 2007 PA 36 (MCL 208.1429).Last Action: REFERRED TO COMMITTEE OF THE WHOLE
HB 5939 of 2008,House Bill,Business tax; other; using historic credit carryforwards to offset recaptured credits; allow. Amends sec. 435 of 2007 PA 36 (MCL 208.1435).Last Action: REFERRED TO COMMITTEE OF THE WHOLE
HB 5940 of 2008,House Bill,Business tax; other; calculation of tax for first tax year; clarify. Amends sec. 503 of 2007 PA 36 (MCL 208.1503).Last Action: REFERRED TO COMMITTEE OF THE WHOLE
HB 5941 of 2008,House Bill,Business tax; other; definition of tax year; clarify. Amends sec. 117 of 2007 PA 36 (MCL 208.1117).Last Action: REFERRED TO COMMITTEE OF THE WHOLE
HB 5942 of 2008,House Bill,Appropriations; supplemental; supplemental funding for middle school mathematics pilot programs; provide for fiscal year 2007-2008. Amends secs. 11 & 99c of 1979 PA 94 (MCL 388.1611 & 388.1699c).Last Action: printed bill filed 04/09/2008
HB 5943 of 2008,House Bill,"Education; curricula; general diploma curriculum as alternative for high school graduation; provide for. Amends secs. 78a, 1278b & 1280 of 1976 PA 451 (MCL 380.1278a et seq.) & adds sec. 1278c.Last Action: printed bill filed 04/09/2008"
HB 5944 of 2008,House Bill,Retirement; state employees; early out option for certain human services employees; provide for. Amends sec. 19 of 1943 PA 240 (MCL 38.19).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
HB 5945 of 2008,House Bill,Income tax; deductions; losses associated with the sale of a taxpayer's homestead; provide for. Amends sec. 30 of 1967 PA 281 (MCL 206.30).Last Action: printed bill filed 04/09/2008
HB 5946 of 2008,House Bill,Crimes; animals; cruelty to animals; increase protections. Amends sec. 50 of 1931 PA 328 (MCL 750.50).Last Action: printed bill filed 04/09/2008
HB 5947 of 2008,House Bill,Economic development; other; arts districts; establish and create a process of designating. Creates new act.Last Action: printed bill filed 04/09/2008
HB 5948 of 2008,House Bill,Income tax; property tax credit; tax credit for landlords who rent to artists; provide for. Amends sec. 30 of 1967 PA 281 (MCL 206.30) & adds secs. 278 & 279.Last Action: printed bill filed 04/09/2008
HB 5949 of 2008,House Bill,"Single business tax; credit; tax incentives for community revitalization projects in an arts district; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding secs. 461, 462 & 463.Last Action: printed bill filed 04/09/2008"
HB 5950 of 2008,House Bill,Sales tax; exemptions; artist materials and works sold in a cultural redevelopment district; exempt. Amends 1933 PA 167 (MCL 205.51 - 205.78) by adding sec. 4ee.Last Action: printed bill filed 04/09/2008
HB 5951 of 2008,House Bill,Food; other; certification and certain regulatory fees regarding school food service authorities; modify. Amends secs. 2129 & 3119 of 2000 PA 92 (MCL 289.2129 & 289.3119).Last Action: REFERRED TO COMMITTEE ON AGRICULTURE
HB 5952 of 2008,House Bill,"History and arts; other; local historic districts act; modify enforcement. Amends sec. 3 of 1970 PA 169 (MCL 399.203).Last Action: REFERRED TO COMMITTEE ON LOCAL, URBAN AND STATE AFFAIRS"
HB 5953 of 2008,House Bill,Crimes; definitions; definition of racketeering; expand to include identity theft and computer crimes. Amends sec. 159g of 1931 PA 328 (MCL 750.159g).Last Action: REFERRED TO COMMITTEE ON JUDICIARY
HB 5954 of 2008,House Bill,"Criminal procedure; forfeiture; forfeiture of assets in crimes involving identity theft; provide for. Amends 2004 PA 452 (MCL 445.61 - 445.77) by adding secs. 74, 74a, 74b, 74c & 74d.Last Action: REFERRED TO COMMITTEE ON JUDICIARY"
HB 5955 of 2008,House Bill,Property tax; exemptions; certain improvements associated with renewable energy generation; exempt. Amends sec. 27 of 1893 PA 206 (MCL 211.27) & adds secs. 7oo & 9o.Last Action: printed bill filed 04/09/2008
HB 5956 of 2008,House Bill,Housing; other; financial assistance to certain eligible members of the armed forces to purchase a home; provide for. Amends 1966 PA 346 (MCL 125.1401 - 125.1499c) by adding sec. 44h.Last Action: printed bill filed 04/09/2008
HB 5957 of 2008,House Bill,Natural resources; hunting; waiver of hunter safety course for individuals with a valid concealed pistol license; allow. Amends sec. 43520 of 1994 PA 451 (MCL 324.43520).Last Action: printed bill filed 04/09/2008
HB 5958 of 2008,House Bill,Veterans; benefits; health coverage for uninsured veterans; provide for. Creates new act.Last Action: printed bill filed 04/09/2008
HB 5959 of 2008,House Bill,Property tax; exemptions; new construction; exempt for certain period. Amends 1893 PA 206 (MCL 211.1 - 211.157) by adding sec. 7nn.Last Action: printed bill filed 04/09/2008
HB 5960 of 2008,House Bill,State; interstate compacts and agreements; interstate compact on educational opportunity for military children; establish. Creates new act.Last Action: printed bill filed 04/09/2008
HB 5961 of 2008,House Bill,Animals; exotic; penalties for abandoning or releasing exotic animals; provide for. Amends title of 1988 PA 466 (MCL 287.701 - 287.745) & adds sec. 31a.Last Action: printed bill filed 04/10/2008
HB 5962 of 2008,House Bill,"Criminal procedure; sentencing guidelines; sentencing guidelines for abandoning or releasing an exotic animal; enact. Amends sec. 12m, ch. XVII of 1927 PA 175 (MCL 777.12m).  TIE BAR WITH: HB 5961'08Last Action: printed bill filed 04/10/2008"
HB 5963 of 2008 (PA 160 of 2008),House Bill,State; interstate compacts and agreements; interstate compact on educational opportunity for military children; establish. Creates new act.Last Action: assigned PA 160'08 with immediate effect
HB 5964 of 2008,House Bill,State; buildings; failure of state building or property to comply with local maintenance codes; allow assessments of compliance costs against property and create enforcement procedure. Amends 1984 PA 431 (MCL 18.1101 - 18.1594) by adding sec. 237d.Last Action: printed bill filed 04/10/2008
HB 5965 of 2008,House Bill,Highways; bridges; self-insured program for Mackinac bridge authority; create. Amends title of 1950 (Ex Sess) PA 21 (MCL 254.301 - 254.302) & adds sec. 1a.Last Action: REFERRED TO COMMITTEE ON TRANSPORTATION
HB 5966 of 2008,House Bill,Retirement; state employees; covered position; expand to include bureau of juvenile justice employees. Amends sec. 45 of 1943 PA 240 (MCL 38.45).Last Action: REFERRED TO COMMITTEE ON APPROPRIATIONS
HB 5967 of 2008,House Bill,Education; school districts; competitive bidding threshold for food; modify. Amends secs. 623a & 1274 of 1976 PA 451 (MCL 380.623a & 380.1274).Last Action: printed bill filed 04/10/2008
HB 5968 of 2008,House Bill,Appropriations; supplemental; natural resources trust fund; provide appropriations for. Creates appropriation act.Last Action: printed bill filed 04/11/2008
HB 5969 of 2008 (PA 406 of 2008),House Bill,"Weapons; licensing; definition of legal resident for registration requirements; clarify, expand limitations, and create exception for certain licensure provisions under certain circumstances. Amends secs. 2, 5b, 5l, 5o, 8, 9a & 9b of 1927 PA 372 (MCL 28.422 et seq.).  TIE BAR WITH: SB 0505'07Last Action: assigned PA 406'08 with immediate effect   2008 ADDENDA"
HB 5970 of 2008,House Bill,Health; death; display of human remains for commercial or medical education purposes; prohibit unless local authority establishes permit program and verifies consent to the display. Amends 1978 PA 368 (MCL 333.1101 - 333.25211) by adding pt. 101A.Last Action: printed bill filed 04/11/2008
HB 5971 of 2008,House Bill,"Income tax; property tax credit; tax penalty for early withdrawal from 401K and 50% of veteran disability payments; deduct from income and increase credit amount and income qualifiers. Amends secs. 510, 520 & 522 of 1967 PA 281 (MCL 206.510 et seq.).Last Action: printed bill filed 04/11/2008"
HB 5972 of 2008 (PA 263 of 2008),House Bill,"Business tax; other; credit for certain companies based on consumption of energy; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding sec. 432.  TIE BAR WITH: SB 1267'08, SB 1268'08, SB 1270'08Last Action: assigned PA 263'08 with immediate effect"
HB 5973 of 2008 (PA 267 of 2008),House Bill,"Business tax; other; amount of credit for 2012 through 2015 tax years for certain companies based on consumption of electricity; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding sec. 432a.  TIE BAR WITH: SB 1267'08, SB 1268'08, SB 1270'08Last Action: assigned PA 267'08 with immediate effect"
HB 5974 of 2008,House Bill,"Business tax; other; amount of credit for 2016 through 2021 tax years for certain companies based on consumption of electricity; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding sec. 432b.  TIE BAR WITH: HB 5524'07, HB 5972'08Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM"
HB 5975 of 2008,House Bill,"Business tax; other; amount of credit for the 2022 tax year for certain companies based on consumption of electricity; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding sec. 432c.  TIE BAR WITH: HB 5524'07, HB 5972'08Last Action: REFERRED TO COMMITTEE ON COMMERCE AND TOURISM"
HB 5976 of 2008 (PA 264 of 2008),House Bill,"Business tax; other; amount of credit for the 2023 tax year for certain companies based on consumption of electricity; provide for. Amends 2007 PA 36 (MCL 208.1101 - 208.1601) by adding sec. 432d.  TIE BAR WITH: SB 1267'08, SB 1268'08, SB 1270'08Last Action: assigned PA 264'08 with immediate effect"
HB 5977 of 2008 (PA 548 of 2008),House Bill,Economic development; Michigan economic growth authority; eligibility for certain tax credits; clarify. Amends sec. 6 of 1995 PA 24 (MCL 207.806).Last Action: assigned PA 548'08 with immediate effect   2008 ADDENDA
HB 5978 of 2008,House Bill,Property tax; payment and collection; fund for reimbursement to local government for lost fees; establish. Amends 1893 PA 206 (MCL 211.1 - 211.155) by adding sec. 110.Last Action: printed bill filed 04/11/2008
HB 5979 of 2008,House Bill,Business tax; other; capital investment credit and pedestrian safety credit; increase and modify effective date. Amends sec. 409 of 2007 PA 36 (MCL 208.1409).Last Action: printed bill filed 04/11/2008
HB 5980 of 2008,House Bill,"Human services; services or financial assistance; recipients to repay money received for certain assistance benefits; allow, and provide for other assistance and truancy amendments. Amends secs. 57f & 57r of 1939 PA 280 (MCL 400.57f & 400.57r) & adds secs. 57v, 57w, 57x & 57y.Last Action: printed bill filed 04/11/2008"
HB 5981 of 2008,House Bill,Taxation; severance; severance tax on marginal wells; eliminate. Amends sec. 3 of 1929 PA 48 (MCL 205.303).Last Action: printed bill filed 04/11/2008
HB 5982 of 2008,House Bill,Crimes; trespassing; penalty for refusing to leave land or premises of another; establish as a civil infraction for initial and 1 subsequent violation. Amends sec. 552 of 1931 PA 328 (MCL 750.552).Last Action: printed bill filed 04/11/2008
HB 5983 of 2008,House Bill,Natural resources; wildlife; taking of raptors for falconry; eliminate sunset. Amends sec. 40107a of 1994 PA 451 (MCL 324.40107a).Last Action: REFERRED TO COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENTAL AFFAIRS
HB 5984 of 2008,House Bill,Children; protection; requirement to report child abuse or neglect; expand to include certain employees of organizations that receive federal funding. Amends sec. 3 of 1975 PA 238 (MCL 722.623).Last Action: REFERRED TO COMMITTEE ON FAMILIES AND HUMAN SERVICES
HB 5985 of 2008,House Bill,Weapons; licensing; procedures for transportation of handguns by out-of-state residents; clarify. Amends sec. 12 of 1927 PA 372 (MCL 28.432).Last Action: referred to second reading
HB 5986 of 2008,House Bill,"Crimes; fraud; use of an individual's name, image, or identity to make a profit without individual's permission; prohibit. Creates new act.Last Action: printed bill filed 04/16/2008"
HB 5987 of 2008 (PA 542 of 2008),House Bill,Corrections; jails; emergency overcrowding release procedure; modify as to unsentenced prisoners. Amends sec. 6 of 1982 PA 325 (MCL 801.56).Last Action: assigned PA 542'08 with immediate effect   2008 ADDENDA
